data_ref,date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Dew Point Category,Wind Direction,Daily Solar Panel Efficiency
06eb8b64-2c49-4aa2-b140-a944a30be3b2,22/11/2019,0.4,0.4,0.4,0.4,-,31.5,6.5,31,7.63,21.0,58.3,97.5,1003,High,NW,Medium
fc3bbb3c-633e-4e78-9679-c1fc5173ac8a,23/11/2019,0.4,0.2,0.4,0.4,26.7,30.6,8.3,28.8,7.76,18.0,58.5,95.5,1008,High,NORTHEAST,Low
cfbb6289-335c-4a77-8228-4dcf0ae9b87f,24/11/2019,16.6,15.8,16.2,16.4,26.6,32.8,6.5,27,6.54,43.0,58.2,100.0,1009,High,SE,Low
57c429f0-ad74-4286-a4b3-c87f8f0b080d,25/11/2019,0,0,0,0,27.8,32.6,5.8,29.9,7.89,16.0,58.9,82.1,1006,High,N,Medium
78705002-502c-45b5-842e-09441518bb7f,26/11/2019,0,0,0,0,28.5,33,10.4,34.9,7.43,26.0,59.2,100.0,1006,Very High,SE,Medium
7289a4f5-3be4-44dd-bba7-17449119b37a,27/11/2019,1.8,1.6,1.6,-,27.5,31.5,7.2,31.3,7.46,16.0,59.4,100.0,1005,Very High,SW,Medium
fbebda5a-a36c-4110-981a-5d6fb761533d,28/11/2019,9,9,9,9.2,27.8,--,-,--,7.12,45.0,59.599999999999994,100.0,1005,Very High,WEST,High
cf27b551-bd70-4982-925d-2ce780109b3e,29/11/2019,73.4,36,48.8,55.6,26.5,32,6.1,31.3,0.35,100.0,59.2,100.0,1003,Very High,W,Low
f952d292-7207-4ef4-a707-df1121b41c7a,30/11/2019,9.4,8.8,9.4,9.4,27.6,32.1,6.8,28.1,7.08,41.0,59.7,100.0,1006,Very High,Northward,Low
0487564a-4c04-469e-b345-8f70bb2359af,01/12/2019,0,0,0,0,-,32.3,7.6,--,7.79,20.0,59.599999999999994,100.0,1013,very high,E,Medium
c885b482-b7c8-465d-8db5-0ff0957bd61b,02/12/2019,59.6,27.4,47.2,56.8,26.7,31.2,6.8,28.4,1.94,100.0,58.599999999999994,100.0,1006,High,SE,Low
6c381a36-220f-4f58-8d72-e2424215d6bd,03/12/2019,0,0,0,0,--,30.3,13.3,-35.6,7.09,14.0,58.599999999999994,100.0,1004,High,NW,Medium
1011dde6-6906-4f8e-99b4-c59cbb0bc437,04/12/2019,0,0,0,0,28.2,31.8,13.3,39.2,6.88,19.0,58.3,100.0,1005,High,S,Medium
7303a42e-07c0-4dd1-b1d1-77f97fbd804c,05/12/2019,0,0,0,0,27.6,30.2,10.4,37.4,6.9,23.0,58.3,97.8,1013,High,N,Medium
5fd2b871-eef8-4c1c-b968-0fba3bd73605,06/12/2019,0,0,0,0,27.9,31.9,14,--,7.03,20.0,58.2,89.8,1010,High,E,Medium
33a69ac9-a26d-4c47-bfbf-0e97bf742a2b,07/12/2019,0.2,0.2,0.2,0.2,28,30,15.8,42.8,6.32,23.0,58.099999999999994,100.0,1005,High,NE,Medium
af829f8b-5d01-4831-aa32-2741cc65f858,08/12/2019,3,2,2.2,3,26.1,27.3,10.4,33.5,6.7,28.0,58.3,100.0,1005,High,NW,Medium
93d20ea0-52f5-497a-9488-b810322d324b,09/12/2019,74.2,20.6,26.2,36.8,24.6,27.5,8.3,-28.1,0.14,100.0,57.7,100.0,1012,Low,S,Low
97368300-2e66-467e-a2a2-cea46a54d57e,10/12/2019,22.2,-,13,--,25,26.7,--,36.7,4.4,73.0,57.9,100.0,1004,High,southeast,Low
38c45da4-f14b-4996-8965-20cb5a96d9e0,11/12/2019,33.2,9.2,14,21.6,24.1,25.8,7.6,26.6,4.22,90.0,57.2,100.0,1007,High,SOUTHEAST,Low
00336736-2407-4fa9-841d-d5432e9e32d4,12/12/2019,3.4,2.2,3,3.4,27,31.1,12.6,-35.6,6.83,27.0,57.599999999999994,100.0,1005,HIGH,S,Low
faa3bad2-65f1-4e79-b690-ed5e8248bbd1,13/12/2019,64.2,17.2,20.4,24,25.1,-,7.6,41.8,0.0,100.0,57.5,100.0,1010,High,E,Low
2ba59f49-fa69-4d09-84a5-daf132944306,14/12/2019,43.8,9,9.2,13.4,24.4,27,5.4,18.4,4.1,100.0,57.9,100.0,1011,H,S,Low
7369dc70-6c54-4069-9770-18b0ce705092,15/12/2019,62.8,15.8,23.2,32.8,24.2,25.2,4.7,22.3,1.63,100.0,57.8,100.0,1008,High,NW,Low
b9d1ff37-5873-4983-a7b3-73050f9ba946,16/12/2019,0,-,0,0,25.9,--,7.2,24.5,8.18,17.0,58.099999999999994,100.0,1013,High,SOUTH,High
de803cf8-59b9-4817-b557-66f83f3a9492,17/12/2019,13.4,5,5.6,7,25.3,28.5,5,21.6,6.97,41.0,58.3,100.0,1012,High,NE,Low
fe807bca-009e-45cb-bb48-60960dc73591,18/12/2019,34.8,18.8,-,34.2,26.1,31.1,5.8,27.7,4.48,100.0,58.599999999999994,100.0,1002,High,N,Low
b74c61a2-6ec2-4f06-83d8-1742ef089afe,19/12/2019,0,-,0,0,26.8,30.7,8.3,30.6,7.63,23.0,58.4,100.0,1008,High,SE,Medium
65a4db09-c647-4d2b-b7d1-71108ab93be5,20/12/2019,0,0,0,0,27.3,30.9,9.7,37.4,6.97,24.0,59.099999999999994,100.0,1012,Normal,NORTHEAST,Medium
01717757-add7-46f9-a904-cb6e3abbd4e6,21/12/2019,3.9,3.9,-,3.9,-,30.9,--,31.7,7.15,31.0,58.9,100.0,1007,Very High,NW,Medium
a6de8846-445b-405c-b3f0-1499d9fef6b3,22/12/2019,0,0,0,0,26.9,30.6,7.9,26.6,8.02,21.0,58.5,100.0,1001,High,east,High
fd7b0801-88e8-4873-85e9-8e5acbc48c74,23/12/2019,--,2.8,2.8,2.8,27.4,31.7,9.4,28.8,7.63,23.0,59.0,100.0,1005,Low,NW,Medium
719b7419-896f-4d03-8599-a07a067668b2,24/12/2019,0,0,0,0,27.5,31.2,10.8,34.9,7.25,14.0,58.8,100.0,1010,Very High,N,Medium
faa0f85c-7513-441e-bf00-90a36ea9831e,25/12/2019,0,0,0,0,27.5,31.3,9.4,28.8,7.87,21.0,58.599999999999994,100.0,1003,High,NE.,Medium
9d68520f-22dc-48c9-afc0-593b36b0aae8,26/12/2019,0,0,0,0,27.1,30.3,10.4,-,7.63,10.0,-58.1,94.5,1009,high,E,Medium
60b7cff3-5987-4f13-b7d0-efb9ab6f04b3,27/12/2019,--,0,0,--,27.7,31.4,12.2,33.8,7.38,8.0,58.0,100.0,1006,High Level,NORTH,Medium
76017725-f00a-4ee4-85c1-ed34311f43d7,28/12/2019,0,0,0,0,27.7,31.1,13.3,37.1,7.02,21.0,58.5,100.0,1009,High,SE,Medium
c29e10c3-08f8-45e1-a050-813fe07dd358,29/12/2019,-,0,0,-,27.9,31.6,13.7,34.6,7.32,17.0,58.599999999999994,100.0,1013,High,NE,Medium
808417b5-6ca9-4479-8101-76a11ed477c7,30/12/2019,0,0,0,0,--,-,11.9,32,7.58,21.0,58.7,100.0,1011,High,W,Medium
c0a6e757-575c-43a4-a654-fc3158c56ce4,31/12/2019,0,0,-,0,27.8,32.2,11.5,-34.2,7.42,12.0,58.5,100.0,1001,High,WEST,Medium
faedad4b-39e9-40fa-8728-e5951baf3751,01/01/2020,-,0,0,0,27.9,31.7,12.2,-39.2,6.87,19.0,-58.6,100.0,1005,High Level,east,Medium
b31371ef-be5e-4f7e-9755-9142ec01d0d6,02/01/2020,0,0,0,0,-,30.7,11.9,39.6,6.73,17.0,58.599999999999994,90.8,1011,High,E,Medium
0c20888b-c82a-4190-a40b-2524c53409d5,03/01/2020,0,0,0,0,28,31.9,12.6,43.2,6.49,14.0,58.9,100.0,1012,Very High,N,High
975fcca7-99eb-4225-81bf-001f289fddbf,04/01/2020,0,0,0,0,27.6,31.4,12.2,39.2,6.84,22.0,58.3,91.4,1007,Below Average,SOUTHEAST,Medium
de931b8a-c415-4727-865e-66a4fa83d8a4,05/01/2020,0,0,0,0,27.8,32,--,-40.7,6.75,16.0,58.2,95.4,1013,Very High,NORTHEAST,Medium
533001e8-d6c6-47b3-bf9d-d05d5df77401,06/01/2020,11,4.2,4.2,6,26.4,32.3,9.4,40.7,5.68,41.0,57.8,100.0,1013,High,N,Medium
6263512e-23a7-4234-a8a8-eae4af9d592e,07/01/2020,4.8,1.2,1.6,2.8,26.1,29.9,9.4,40.7,6.06,37.0,57.7,97.6,1015,High,SW,Medium
1a1e9044-04c5-47f7-8088-86a94e3ecd8c,08/01/2020,0,0,0,--,27.6,31.5,11.9,40,6.77,23.0,58.8,95.0,1011,Moderate,S,Medium
489a7f05-151f-4df8-9190-c9ae981f757b,09/01/2020,0,0,0,0,27.8,31.3,11.5,38.5,6.9,23.0,58.599999999999994,100.0,1010,HIGH,NW,Medium
e1840d8a-3844-4aab-a2c4-e669bcfce2a7,10/01/2020,2.4,--,2.4,-,27.1,30.5,8.3,37.1,6.72,18.0,58.4,100.0,1008,High,E.,Medium
127b4ee8-56a8-48c1-a068-1f5c903d5a22,11/01/2020,0,0,-,-,27.4,30.9,8.6,26.3,8.08,23.0,58.4,97.5,1011,High,W,High
ff4a8d27-b55b-4893-a10d-f10f0a595606,12/01/2020,0,0,0,0,27.7,32.3,-,30.2,7.83,23.0,58.2,93.1,1007,HIGH,S,Medium
45f70b69-500d-4a8b-8de4-503d594437cd,13/01/2020,0,0,0,0,27.6,31.9,11.5,36.7,7.14,10.0,58.099999999999994,98.9,1012,High,S,Medium
fdf0bf9b-4a06-43d5-8722-c9bdcc8c7b89,14/01/2020,0,0,0,0,27.5,31.4,--,36,7.16,24.0,58.0,95.0,1014,High,SW,Low
6428bf00-51d6-4792-8cbd-b7f022a71e85,15/01/2020,0,--,0,0,27.9,-,12.2,36.4,7.17,16.0,58.3,81.5,1011,High,N,Medium
7494c501-712c-497a-b3f0-d93d963640cf,16/01/2020,0,0,0,0,28,31.8,11.9,29.9,7.81,27.0,58.5,100.0,1009,L,NW,Medium
5996c661-036b-4063-ad74-fcf4e96053ae,17/01/2020,0,0,0,--,28.1,32.8,11.5,33.5,7.55,9.0,58.3,95.3,1012,H,SE,Medium
79330c99-9b1f-48ab-b642-3d594edf7bf5,18/01/2020,0,0,0,0,28.2,32.6,--,33.8,7.5,13.0,58.9,100.0,1010,Very High,N,Medium
8a83e1d2-82db-4d5d-afc5-f2a83df5027f,19/01/2020,0,0,0,0,28.5,32.3,14,34.6,7.39,22.0,59.099999999999994,94.3,1015,High,W,Medium
429a402b-908b-49ca-8523-2d1f0895257b,20/01/2020,0,0,0,0,28.4,--,15.5,37.1,7.19,24.0,59.099999999999994,98.9,1011,Very High,N,Medium
ef89b30c-6bf9-4b58-b508-5b1f3113c1dd,21/01/2020,14.2,4,--,8,26.6,28,12.6,35.6,5.44,41.0,59.0,100.0,1009,Extreme,NE,Low
463c3b6e-918c-43c2-bc59-6881331bec0f,22/01/2020,0,0,--,0,28.2,32,14.8,36,7.22,25.0,58.9,100.0,1010,Very High,W,Medium
ec953223-f126-4c82-9515-da43bc5e156a,23/01/2020,0,0,0,0,28.2,32,13.3,38.5,6.97,25.0,58.8,94.1,1009,High,SE,Medium
56057d83-7c8c-4786-81c8-90667588718b,24/01/2020,0,0,0,0,28,31.8,14.4,--,7.09,18.0,58.0,100.0,1008,HIGH,W,Medium
657df8c0-4c0f-40ff-9fbe-1b2e07b2f9f7,25/01/2020,0,0,0,0,28.1,--,--,31.3,7.72,32.0,57.8,86.3,1015,High,S,Medium
ae6765b8-f8e9-4d18-adf0-e89473c40b6e,26/01/2020,0,0,0,0,28.3,32.8,11.9,28.8,8.02,18.0,-58.3,97.4,1010,Very High,E,High
e8b61fa7-d4b2-4143-8f26-4503c25ed69c,27/01/2020,38,16.6,--,37.2,27.8,32.2,-,-,3.58,100.0,59.0,100.0,1004,Very High,W,Medium
f0325ac7-f5eb-4238-aff6-2a2c7426e300,28/01/2020,0,0,0,0,28.6,32.6,11.2,31,7.78,10.0,59.099999999999994,100.0,1011,Very High,W,Medium
c40a9260-0596-4e77-81fa-79b5cb17493b,29/01/2020,18,9.6,10.8,14,27,31.5,8.3,-,5.73,57.0,59.0,100.0,1013,Extreme,NW,Low
e7949fc6-1a1f-43e8-ad9c-608bdab9c660,30/01/2020,0,0,0,0,27.2,30.6,--,31.3,7.55,11.0,58.3,90.9,1013,High,W,Medium
cca9bb5d-73e8-4b6f-97f5-9c7a69db9e0a,31/01/2020,0,0,0,0,28.5,32.1,15.8,37.1,7.12,20.0,58.3,100.0,1016,Low,NE,Medium
d294341f-6cab-4a56-a1fa-ff27032f03e7,01/02/2020,0,--,0,0,28.3,32,17.6,38.5,6.97,29.0,58.7,96.7,1008,H,S,Medium
27caf8a4-f793-4e3d-b091-e85739329728,02/02/2020,0,0,0,0,27.9,31.8,16.9,40.3,6.77,9.0,58.5,100.0,1006,High,N,Medium
a433cf71-c189-46ed-9c37-b6ca596ade88,03/02/2020,0,0,--,-,28,31.5,13,34.6,7.31,22.0,57.7,98.8,1013,High,NE,High
fa869475-2f67-4e3a-ad59-849b576b25ad,04/02/2020,0,0,0,0,27.5,31.5,11.2,31,7.67,20.0,57.3,100.0,1008,Moderate,W,Medium
1d6101cc-664c-4223-acf8-54240d271b03,05/02/2020,0,0,0,--,-,32.3,12.2,33.8,7.47,20.0,57.9,85.6,1007,High,NW,Medium
8c6a2235-993d-463b-aeb9-0271800c17e2,06/02/2020,0,0,0,0,28.1,--,14.4,35.3,7.31,22.0,58.099999999999994,97.8,1012,High,NW,Medium
7090881f-ea79-4140-87c2-8b13b210bd1d,07/02/2020,0,0,0,0,28,31.3,14.4,41,6.65,17.0,57.9,95.3,1007,High,NE,Medium
ae24928a-8193-44ad-b8a7-9538e71b943b,08/02/2020,0,0,0,0,27.7,31.4,9.7,30.2,7.74,13.0,57.099999999999994,100.0,1010,High,NW,Medium
b3cd1684-6fc1-465f-bc1f-d56b7a131a85,09/02/2020,14.6,4.8,5.2,8.6,26.2,29.8,7.2,34.6,5.68,41.0,58.0,100.0,1015,High,SE,Low
31a313f6-0818-4a7b-a456-0b1f38b1f122,10/02/2020,0,0,--,0,27,--,9.4,29.5,7.76,18.0,58.7,100.0,1011,High,SW,Medium
09b594ee-49fb-42fb-a174-d93616754238,11/02/2020,23.8,-,20.8,20.8,26.9,30.4,7.6,33.1,4.97,64.0,59.3,100.0,1001,Very High,SE,Low
a794cd38-98bf-48ac-a190-393a7cce927c,12/02/2020,0,0,0,0,27.9,31.9,10.4,28.8,7.93,28.0,59.2,100.0,1009,Very High,W,Medium
89c969ed-b592-4e55-9642-2a3f87501582,13/02/2020,0,0,--,0,28.4,32.2,13.7,35.3,7.31,20.0,59.099999999999994,100.0,1008,Very High,N,Medium
04c88029-fbdd-4519-a763-3fa0b8dc354d,14/02/2020,0,0,0,0,--,-,13.3,31.7,7.64,11.0,-58.8,100.0,1003,VERY HIGH,S.,Medium
ae1711ff-38ff-439d-b2d2-f437ea36aa3a,15/02/2020,0,--,0,0,28.3,32.7,8.6,23.4,8.55,12.0,58.5,100.0,1008,Very Low,W,High
6e1a6862-989a-4c7b-b8ed-1b36c0288bc8,16/02/2020,0,0,0,0,28.2,32.8,8.6,29.9,7.91,17.0,58.5,100.0,1009,High,SW,High
160e0381-aa17-4e1b-a4fa-a901beca8e00,17/02/2020,0,0,0,0,28.6,33.1,13,36.4,7.29,14.0,58.099999999999994,99.2,1001,High,S,Medium
6f8d2749-d6d1-4248-b987-d6619828c6fc,18/02/2020,1.6,1.4,1.4,1.4,--,30.7,10.4,39.2,6.61,21.0,-58.2,100.0,1011,High,S,Medium
e6ebe439-d296-4c33-b771-fc48f57cb1e0,19/02/2020,0.6,0.6,0.6,0.6,28.1,31.9,-,38.5,6.9,16.0,58.4,98.2,1008,High,SE,Medium
e18b1e4f-e999-4ce3-92b0-ecc1c5b449af,20/02/2020,3.6,3.2,3.2,3.4,27.8,32,14,41,6.36,27.0,58.4,100.0,1013,High,S,Medium
c2f19461-b863-431e-88ec-a3906164303c,21/02/2020,15.8,5,6,7.6,27.2,30.5,13.3,42.8,4.81,48.0,58.599999999999994,100.0,1009,High,S,Low
e0c3cbfa-2c24-43d8-add2-7254ce98ea35,22/02/2020,0.4,0.2,0.4,0.4,28.2,31.7,16.6,46.4,6.11,23.0,58.4,100.0,1008,High Level,S,High
fe99009f-97d9-4dd4-a2fb-c0d7e9a3d101,23/02/2020,0,0,0,0,28.1,31.7,--,43.9,6.4,16.0,58.4,100.0,1010,High,SW,Medium
1305cdbf-275e-46c8-ab61-7d909b1796db,24/02/2020,4.6,3.2,3.2,4,27,30.6,14,45.7,5.65,33.0,58.4,100.0,1010,High Level,W,Medium
4c1ae614-343b-4af9-831e-0d3a3a23a7ba,25/02/2020,0,-,0,0,28.2,31.9,14,36.7,7.14,13.0,58.2,100.0,1010,High,E,Medium
6ca79b64-dd8b-45d0-9126-6e008ccfee55,26/02/2020,--,0,0,0,28.4,32.2,14.4,-37.8,7.06,34.0,58.4,100.0,1009,HIGH,E,Medium
cb4cd5a4-6667-466f-921e-268f7bb52359,27/02/2020,0,0,0,0,28.3,32.5,13,33.5,7.52,24.0,58.599999999999994,100.0,1009,High,NE,Medium
54807528-5a8f-4cf5-83c7-34af9fdde1e4,28/02/2020,0,--,0,0,28.4,32.3,15.1,35.3,7.32,22.0,58.5,100.0,1008,High,W,Medium
39c30a77-c841-474c-9cc2-8e8ad5d53ea8,29/02/2020,0,0,0,--,28.2,31.8,14.4,39.2,6.88,20.0,58.099999999999994,83.7,1016,High,S,Medium
8f91af6c-4f15-4651-b5b4-c53cd4b44b22,01/03/2020,0,0,0,0,28.1,32.7,12.6,37.4,7.15,21.0,58.0,98.8,1012,High,NW,Medium
1839da95-80a9-42ff-bd97-a740435e3c08,02/03/2020,0,0,0,0,28.3,32.7,11.5,34.9,7.4,19.0,58.2,99.3,1012,High,NW,Medium
82612137-2b5e-4caf-b764-29ac74602c7d,03/03/2020,0,0,--,--,-,32.8,--,34.9,7.41,16.0,58.8,100.0,1011,Extreme,NW,Medium
932d0c20-264d-465c-9956-8d3ba57cdb78,04/03/2020,0,0,0,0,28.9,33.4,12.6,33.8,7.58,19.0,58.9,97.8,1005,Moderate,S,High
e56dfb44-604a-473a-abbf-94b3087d7c17,05/03/2020,0,0,0,0,28.2,30.9,-,34.9,7.22,16.0,58.9,94.9,1012,High,E,High
c4bf1f61-45cb-46e8-88c3-33818d26ff9e,06/03/2020,0,0,0,-,28.2,31.3,7.9,24.5,8.3,16.0,59.099999999999994,100.0,1003,Moderate,NE,High
f51c5086-5800-46ec-aaab-4240da5e4da5,07/03/2020,27.6,25.6,27,27.6,28,-,--,36.7,4.58,81.0,59.2,100.0,1008,Very High,SW,Low
4292c1f1-b6a7-4118-a7f7-d8e8bb690fd3,08/03/2020,12.4,8.8,--,12.4,27.8,33.1,6.5,27.4,6.95,42.0,59.0,100.0,1016,Very High,NE.,Low
0afed593-e1e3-4de0-807d-65d8df862304,09/03/2020,0,0,0,0,28.4,32.9,8.3,26.6,8.25,11.0,58.8,100.0,1013,Very High,E,High
0e0b5d11-2cfe-4a0a-a88b-d0210b61b9bf,10/03/2020,--,0,0,0,28.9,33.1,10.4,-31.3,7.8,15.0,59.2,100.0,1005,Very Low,E,Medium
ba8a160b-b948-4c23-b6a3-58f3e0250695,11/03/2020,0,0,0,0,29.1,33.8,10.1,28.1,8.19,17.0,59.2,81.7,1009,High Level,SE,High
ab377d0c-75a0-4efb-918b-7c75846d3c58,12/03/2020,0,0,0,0,28.9,32.8,-,39.6,6.94,20.0,58.8,100.0,1007,Very High,W,Medium
2d93ed79-0bae-4451-8cf6-c08bb3621c6f,13/03/2020,0,0,0,--,-,34,10.1,27.4,8.28,20.0,58.9,100.0,1013,Very High,NW,High
bf8231bf-8995-4cda-baaa-ba731abd8c82,14/03/2020,0,0,0,0,29.1,33,12.6,29.5,7.97,21.0,59.4,100.0,1011,Very High,SOUTHEAST,Medium
dc161859-74b0-4a92-bef0-513e1647b93b,15/03/2020,0,0,0,0,29.3,33.5,13.3,--,7.73,26.0,59.4,100.0,1007,Low,NW.,Medium
ff086765-ffe4-4fa1-97ff-271d87a8fd22,16/03/2020,0.4,0.4,0.4,0.4,29,33,15.5,38.5,7.03,25.0,59.3,100.0,1005,Very High,NW,Medium
ae4a5eb2-9e4d-4225-ac3b-3f8d5ff61ea8,17/03/2020,0,0,0,0,28.8,32.9,13,37.8,7.13,12.0,58.3,100.0,1004,High,NE,High
0afb54c7-f20d-49c6-bb89-0f7235758a04,18/03/2020,0,-,--,0,29,33.7,13,36.4,7.35,26.0,58.599999999999994,98.4,1012,High,W,Low
61b0b7c8-64b0-4ffd-919d-7eb5d850e253,19/03/2020,0,0,0,0,28.6,32.9,10.1,28.8,8.03,12.0,58.099999999999994,100.0,1011,High,SW,High
079202aa-1afd-414e-bd5f-ad79c70f809c,20/03/2020,0.2,0.2,0.2,0.2,28.3,32.2,10.4,30.6,7.76,22.0,58.099999999999994,100.0,1016,High,S,Medium
2bc6c132-4b36-46e7-9440-61147e04caff,21/03/2020,--,22.4,34.8,46,27.6,31.2,9.7,--,1.54,100.0,58.8,100.0,1011,Very High,E,Low
e74049f2-1ee4-4e17-855e-a4cd1e6a28cf,22/03/2020,-,-,0.8,0.8,28,32.5,7.6,29.9,7.8,26.0,59.2,100.0,1007,Very High,N,Medium
a8504e7e-28b6-4e03-be60-6d49b935bb89,23/03/2020,-,16.6,18,19.8,26.6,30.2,6.1,33.1,5.35,64.0,58.9,100.0,1006,Very High,south,Low
6eb06e02-2325-464d-b5f3-cdabc5da89ce,24/03/2020,0.2,0.2,0.2,0.2,28.1,32.3,10.8,37.1,7.12,18.0,58.8,100.0,1009,Very High,SW,Medium
63bbe31b-1d2f-488f-8479-5ccccf8b2bd6,25/03/2020,0,0,0,0,28.6,33.1,9.7,28.4,8.09,15.0,-59.1,95.8,1006,High,SW,High
61c256af-bc1b-496d-b77d-1fe0d1f966a3,26/03/2020,0,0,0,0,-,33.4,10.8,29.9,7.97,19.0,59.5,83.3,1014,High,W,High
f88a57d0-274a-41a5-be29-be4f81606a0b,27/03/2020,0,0,0,0,29.3,33.6,10.1,32.8,7.7,21.0,59.3,100.0,1015,Very High,north,Medium
a07bbc4c-66f5-46f8-a08a-694ab7bde9cc,28/03/2020,--,0,0,0,29.2,33.5,10.1,28.1,8.16,20.0,59.2,91.5,1004,High,S,High
d00a5fd1-c5bc-4fec-a3a8-15c56e298667,29/03/2020,0,0,0,0,29.1,32.9,12.2,32,7.71,18.0,58.9,100.0,1011,Very High,N,Medium
7a6db4e9-c94b-40a4-ae0a-361d77bbdb05,30/03/2020,0,0,0,0,29.1,--,10.1,26.3,8.37,15.0,58.5,100.0,1012,High,SW,High
ad795977-7094-4512-9f66-376bc364b5ec,31/03/2020,0,-,0,0,29.5,33.9,11.2,32.8,7.73,18.0,58.599999999999994,97.7,1013,high,NE,Medium
12d4eea1-7a73-4122-bbf5-f2a966b2dd12,01/04/2020,0,0,0,0,29.3,32.7,--,,,,59.5,100.0,1013,High,W,Medium
afa410ef-d7e2-4c44-8e32-e1fb4adc3e1a,02/04/2020,29.6,24,29.2,29.6,28.8,34.6,9.1,38.9,4.23,80.0,59.5,100.0,1001,Very Low,N,Medium
bf6b302b-d557-4441-9414-4a3f86f5ddc1,03/04/2020,27.4,21.2,26.6,27,28.5,32.8,9.5,37,4.46,75.0,59.5,100.0,1010,Very High,NW,Low
cc9a74e8-4503-452d-8cba-080dd72aad46,04/04/2020,0,0,0,0,29.5,34,10.3,31.5,7.87,24.0,59.4,100.0,1007,Very High,NE,Medium
f75fcad0-09f6-4706-b000-c0c39b7e06d7,05/04/2020,0,0,0,0,29.2,33.1,8.3,42.6,6.67,15.0,59.599999999999994,92.9,1011,High,N,Medium
00752b97-39b6-4cd7-a51f-0247367da5ed,06/04/2020,0,0,0,0,28.6,31,7.3,24.1,8.31,15.0,59.599999999999994,99.9,1002,Very High,N,Low
5472c45d-ae56-4c50-ac93-ee9046d203ba,07/04/2020,10.8,2.6,4.4,7.4,27.9,32.6,7.3,25.9,7.21,39.0,58.8,100.0,1007,Moderate,SE,Low
de2480d9-2b1c-4f76-92d9-9152ea7f3ab2,08/04/2020,16.8,14.2,16.8,16.8,28.1,33.1,7.9,37,5.55,60.0,59.5,100.0,1006,Very High,SW,Low
c51eba18-1a3f-4c93-8ec7-e146d39b6f96,09/04/2020,0,0,0,0,28.8,33.2,10,29.6,7.98,13.0,59.0,100.0,1006,Low,W,Medium
9ffb895f-ba73-4d41-b066-239c9a2a0493,10/04/2020,0,0,0,0,28.8,32.7,9.4,-,7.93,19.0,-58.6,85.6,1005,High,N,High
1ab12afd-b42b-4f37-af1a-fc560b8c142a,11/04/2020,0,0,0,0,28.8,--,8.2,29.6,7.86,18.0,59.3,92.8,1003,High,E,High
7e288261-487d-43f2-92a8-e9d36a5caf46,12/04/2020,0,0,0,0,28.7,32.9,7.9,31.5,7.76,13.0,59.4,100.0,1008,Very High,SW,Low
12dcae2f-cad4-4c52-86c0-3267d8f13f92,13/04/2020,0,0,--,0,--,33.7,8.4,,,,59.9,77.7,1007,high,SE,Medium
6fb15546-68ed-4c32-accb-0662c4006d60,14/04/2020,0,-,0,0,29.6,33.2,11.8,37,7.24,23.0,59.0,90.5,1008,High,NW,Medium
81efd3c8-e8a1-4754-924d-99b75b7c59f2,15/04/2020,0,0,0,0,29.6,33.7,9.9,-31.5,7.84,17.0,59.0,86.0,1008,High,NW,Medium
c1614aeb-9de3-44e1-a7df-7cd6ab88cb38,16/04/2020,0,0,0,0,29.5,33.7,10.8,29.6,8.03,26.0,-59.1,76.4,1003,High,SW,Low
3dd4c8c1-5886-4b36-888f-bc623ebc6477,17/04/2020,0,0,0,0,29.4,33,8.9,-,7.96,23.0,59.4,100.0,1009,Very High,SW,High
249a016e-61a0-404b-ab64-532e4e1f6e06,18/04/2020,0,0,0,0,29.5,33.6,9,29.6,8.02,15.0,59.099999999999994,100.0,1011,Very High,SE,High
05bbb083-aa3d-4331-b465-988c51ed19ca,19/04/2020,0,0,0,0,-,33.9,11.3,35.2,7.49,12.0,59.4,100.0,1007,very high,N,Medium
1842eb6f-5b2c-486e-abab-d639d7c3e979,20/04/2020,0,-,0,0,30.2,34.3,12,31.5,7.9,23.0,59.5,88.6,1005,high,SW,Medium
ecf9b01b-1e3f-4d8b-a0fc-3f39443348f0,21/04/2020,0.8,0.4,0.4,0.4,29.5,33.5,7.6,25.9,8.3,27.0,59.9,100.0,1009,Very High,NE,High
b5acc8bf-0dde-4371-9ff8-df969bb04b18,22/04/2020,-,0.4,0.4,0.4,30,34.3,10.2,31.5,7.9,14.0,59.8,100.0,1010,Very High,W,Medium
5e903ea0-0ba6-4668-8fe0-1c992915e615,23/04/2020,0,0,--,0,--,32.9,6.3,33.3,7.58,13.0,59.4,100.0,1008,VERY HIGH,W,Medium
f1839a7b-2474-4bd5-8322-9b0d7bb005a3,24/04/2020,3.4,1.6,2.4,3.4,28,34.1,7.3,33.3,7.36,22.0,58.8,100.0,1008,very high,E,Medium
5305f6c5-00f5-4cdd-9011-996f203f3c56,25/04/2020,2.4,1.6,2.2,2.4,27.8,33,--,31.5,7.53,23.0,59.099999999999994,100.0,1007,Very High,SW,Medium
